測定日時,ロットid,工程,工程詳細,ジャケット温度,内容物温度,ジャケット圧,外気温,湿度
2025/10/1 7:52,KMC2025100101A200,煮込み,放熱OFF,81.6,84.6,0.042,21.3,59.4
2025/10/1 7:53,KMC2025100101A200,煮込み,加熱ON,93.5,84.8,0.105,22.2,60.9
2025/10/1 7:54,KMC2025100101A200,煮込み,デッドタイム,93.5,84.6,0.105,22.2,60.9
2025/10/1 7:56,KMC2025100101A200,冷却,,26.4,84.7,0.121,22,59.5
2025/10/1 7:57,KMC2025100101A200,冷却,,26.4,84.7,0.12,22.2,60.4
2025/10/1 7:58,KMC2025100101A200,冷却,,26.4,82.2,0.132,22.3,59.5
2025/10/1 7:59,KMC2025100101A200,冷却,,26.4,79.8,0.148,22.4,60.8
2025/10/1 8:00,KMC2025100101A200,冷却,,26.4,77.5,0.158,22.3,60.7
2025/10/1 8:01,KMC2025100101A200,冷却,,26.4,75.1,0.163,22.3,60.6
2025/10/1 8:02,KMC2025100101A200,冷却,,26.4,73.1,0.175,22,60.6
2025/10/1 8:03,KMC2025100101A200,冷却,,26.4,71.2,0.168,22.2,60.1
2025/10/1 8:04,KMC2025100101A200,冷却,,26.4,69.1,0.169,21.8,60.5
2025/10/1 8:05,KMC2025100101A200,冷却,,26.4,67.2,0.175,21.7,59.1
2025/10/1 8:06,KMC2025100101A200,冷却,,26.4,65.4,0.178,21.4,59.9
2025/10/1 8:07,KMC2025100101A200,冷却,,26.4,63.8,0.178,21.5,59.3
2025/10/1 8:08,KMC2025100101A200,冷却,,26.4,62.1,0.187,22.5,59.7
2025/10/1 8:09,KMC2025100101A200,冷却,,26.4,60.6,0.187,22.5,60.7
2025/10/1 8:10,KMC2025100101A200,冷却,,26.4,59.1,0.18,22.2,59.7
2025/10/1 8:11,KMC2025100101A200,冷却,,26.4,57.8,0.183,22.2,61
2025/10/1 8:12,KMC2025100101A200,冷却,,26.4,56.4,0.18,22.9,59.9
2025/10/1 8:13,KMC2025100101A200,冷却,,26.4,55,0.17,22.6,60.9
2025/10/1 8:14,KMC2025100101A200,冷却,,26.4,53.7,0.169,22.3,60.2
2025/10/1 8:15,KMC2025100101A200,冷却,,26.4,52.5,0.17,21.6,59.1
2025/10/1 8:16,KMC2025100101A200,冷却,,26.4,51.5,0.165,21.2,59.4
2025/10/1 8:17,KMC2025100101A200,冷却,,26.4,50.5,0.169,21.2,59.7
2025/10/1 8:18,KMC2025100101A200,冷却,,26.4,49.4,0.175,22.7,59.6
2025/10/1 8:19,KMC2025100101A200,冷却,,26.4,48.2,0.178,21.3,59.8
2025/10/1 8:20,KMC2025100101A200,冷却,,26.4,47.4,0.177,22,59.3
2025/10/1 8:21,KMC2025100101A200,冷却,,26.4,46.7,0.175,22.4,60.7
2025/10/1 8:22,KMC2025100101A200,冷却,,26.4,45.7,0.172,22.3,60.2
2025/10/1 8:23,KMC2025100101A200,冷却,,26.4,44.8,0.182,23.2,59.2
2025/10/1 8:24,KMC2025100101A200,冷却,,26.4,44,0.18,22,60.8
2025/10/1 8:25,KMC2025100101A200,冷却,,26.4,43.3,0.179,22.6,59.6
2025/10/1 8:26,KMC2025100101A200,冷却,,26.4,42.6,0.182,20.5,60.2
2025/10/1 8:27,KMC2025100101A200,冷却,,26.4,41.9,0.18,20.6,59.6
2025/10/1 8:28,KMC2025100101A200,冷却,,26.4,41.2,0.178,21.7,59.1
2025/10/1 8:29,KMC2025100101A200,冷却,,26.4,40.6,0.176,23.3,59.5
2025/10/1 8:30,KMC2025100101A200,冷却,,26.4,40.1,0.18,20.7,60.6
2025/10/1 8:31,KMC2025100101A200,冷却,,26.4,39.5,0.174,23.6,59
2025/10/1 8:32,KMC2025100101A200,冷却,,26.4,39.1,0.168,22.8,60.9
2025/10/1 8:33,KMC2025100101A200,冷却,,26.4,38.5,0.179,22.9,60.8
2025/10/1 8:34,KMC2025100101A200,冷却,,26.4,38,0.173,20.9,60.9
2025/10/1 8:35,KMC2025100101A200,冷却,,26.4,37.4,0.18,24.1,59.3
2025/10/1 8:36,KMC2025100101A200,充填移送,攪拌待機中,26.5,37.1,0,22,60.2
2025/10/1 8:37,KMC2025100101A200,充填移送,攪拌待機中,26.3,36.8,0,22.1,59.5
2025/10/1 8:38,KMC2025100101A200,充填移送,攪拌待機中,26.3,36.7,0,22.3,59.3
2025/10/1 8:39,KMC2025100101A200,充填移送,攪拌待機中,26.3,36.8,0,22.3,60.7
2025/10/1 8:40,KMC2025100101A200,充填移送,攪拌待機中,26.3,36.6,0,22.2,59.6
2025/10/1 8:41,KMC2025100101A200,充填移送,攪拌待機中,26.2,36.5,0,21.9,59.5
2025/10/1 8:42,KMC2025100101A200,充填移送,攪拌待機中,26.2,36.6,0,22.1,59.9
2025/10/1 8:43,KMC2025100101A200,充填移送,攪拌待機中,26.2,36.5,0,21.5,60.2
2025/10/1 8:44,KMC2025100101A200,充填移送,攪拌待機中,26.1,36.6,0,21.6,59.2
2025/10/1 8:45,KMC2025100101A200,充填移送,攪拌待機中,26,36.6,0,21.9,59.7
2025/10/1 8:46,KMC2025100101A200,充填移送,攪拌待機中,26,36.6,0,21.7,59.8
2025/10/1 8:47,KMC2025100101A200,充填移送,攪拌待機中,26,36.7,0,22.3,59.6
2025/10/1 8:48,KMC2025100101A200,充填移送,攪拌待機中,25.9,36.6,0,22,59.9
2025/10/1 8:49,KMC2025100101A200,充填移送,攪拌待機中,25.8,36.6,0,22,59.1
2025/10/1 8:50,KMC2025100101A200,充填移送,攪拌待機中,25.7,36.5,0,22.6,59.4
2025/10/1 8:51,KMC2025100101A200,充填移送,攪拌待機中,25.8,36.5,0,22,60.6
2025/10/1 8:52,KMC2025100101A200,充填移送,攪拌待機中,25.8,36.4,0,21.4,59.3
2025/10/1 8:53,KMC2025100101A200,充填移送,攪拌待機中,25.8,36.3,0,23.3,60.6
2025/10/1 8:54,KMC2025100101A200,充填移送,攪拌待機中,25.7,36.4,0,22.5,59.8
2025/10/1 8:55,KMC2025100101A200,充填移送,攪拌待機中,25.6,36.4,0,21.8,60.4
2025/10/1 8:56,KMC2025100101A200,充填移送,攪拌待機中,25.7,36.3,0,20.5,60
2025/10/1 8:57,KMC2025100101A200,充填移送,攪拌待機中,25.8,36.4,0,20.9,59.9
2025/10/1 8:58,KMC2025100101A200,充填移送,攪拌待機中,25.9,36.3,0,21,59.7
2025/10/1 8:59,KMC2025100101A200,充填移送,攪拌待機中,26,36.2,0,21.4,60.7
2025/10/1 9:00,KMC2025100101A200,充填移送,攪拌待機中,25.9,36.2,0,21.3,59.3
2025/10/1 9:01,KMC2025100101A200,充填移送,攪拌待機中,25.8,36.2,0,22.6,59.5
2025/10/1 9:02,KMC2025100101A200,充填移送,攪拌待機中,25.6,36.2,0,21.8,60.1
2025/10/1 9:03,KMC2025100101A200,充填移送,攪拌待機中,25.7,36.3,0,21.9,59.3
2025/10/1 9:04,KMC2025100101A200,充填移送,攪拌待機中,25.5,36.2,0,21.8,59.6
2025/10/1 9:05,KMC2025100101A200,充填移送,攪拌待機中,25.5,36.3,0,22.3,60.4
2025/10/1 9:06,KMC2025100101A200,洗浄,荒洗い,27.1,36.1,0,22,59.7
2025/10/1 9:07,KMC2025100101A200,洗浄,荒洗い,26.9,36,0,22.2,60.8
2025/10/1 9:08,KMC2025100101A200,洗浄,荒洗い,27.1,19.3,0,22.3,60.8
2025/10/1 9:09,KMC2025100101A200,洗浄,荒洗い,26.9,18,0,22.3,59.3
2025/10/1 9:10,KMC2025100101A200,洗浄,荒洗い,27.3,18.8,0,22.2,60.3
2025/10/1 9:11,KMC2025100101A200,洗浄,昇温,50.5,19,0,22.1,59.9
2025/10/1 9:12,KMC2025100101A200,洗浄,昇温,67.9,18.5,0.088,22,60.6
2025/10/1 9:13,KMC2025100101A200,洗浄,昇温,81,21.8,0.157,22,60.7
2025/10/1 9:14,KMC2025100101A200,洗浄,昇温,90.9,26.4,0.211,21.9,60.3
2025/10/1 9:15,KMC2025100101A200,洗浄,昇温,98.3,31.8,0.253,21.5,59.8
2025/10/1 9:16,KMC2025100101A200,洗浄,昇温,103.8,37.6,0.285,21.6,59.9
2025/10/1 9:17,KMC2025100101A200,洗浄,昇温,107.8,43.7,0.311,21.5,59.1
2025/10/1 9:18,KMC2025100101A200,洗浄,昇温,110.8,49.9,0.33,22.2,60.7
2025/10/1 9:19,KMC2025100101A200,洗浄,昇温,113,55.5,0.346,21.8,60.4
2025/10/1 9:20,KMC2025100101A200,洗浄,昇温,114.6,61.2,0.358,22.3,60.1
2025/10/1 9:21,KMC2025100101A200,洗浄,高温保持,100,66.5,0.3,22.3,60.2
2025/10/1 9:22,KMC2025100101A200,洗浄,高温保持,100.2,71.5,0.3,22.6,60.4
2025/10/1 9:23,KMC2025100101A200,洗浄,高温保持,100.3,95.1,0.3,22.1,60
2025/10/1 9:24,KMC2025100101A200,洗浄,高温保持,100.4,95.3,0.3,22,60.1
2025/10/1 9:25,KMC2025100101A200,洗浄,高温保持,100.3,95.4,0.3,22.1,59.9
2025/10/1 9:26,KMC2025100101A200,洗浄,高温保持,100.2,95.5,0.3,22.3,60.2
2025/10/1 9:27,KMC2025100101A200,洗浄,高温保持,100,95.4,0.3,21.5,59.7
2025/10/1 9:28,KMC2025100101A200,洗浄,高温保持,99.8,95.4,0.3,22.3,60.1
2025/10/1 9:29,KMC2025100101A200,洗浄,高温保持,99.7,95.6,0.3,22.3,59.9
2025/10/1 9:30,KMC2025100101A200,洗浄,高温保持,99.6,95.7,0.3,21.7,59.3
2025/10/1 9:31,KMC2025100101A200,洗浄,冷却,24.6,95.5,0.15,22.6,59.1
2025/10/1 9:32,KMC2025100101A200,洗浄,冷却,24.8,95.5,0.15,22.8,59.7
2025/10/1 9:33,KMC2025100101A200,洗浄,冷却,24.3,91.2,0.15,22.3,60.2
2025/10/1 9:34,KMC2025100101A200,洗浄,冷却,25.2,87.2,0.15,23.2,60.4
2025/10/1 9:35,KMC2025100101A200,洗浄,冷却,23.4,83.4,0.15,21.4,60.8
2025/10/1 9:36,KMC2025100101A200,洗浄,冷却,24.1,80,0.15,22.1,61
2025/10/1 9:37,KMC2025100101A200,洗浄,冷却,24.3,76.7,0.15,22.3,60.2
2025/10/1 9:38,KMC2025100101A200,洗浄,冷却,23.7,73.5,0.15,21.7,59
2025/10/1 9:39,KMC2025100101A200,洗浄,冷却,23,70.6,0.15,21,60.3
2025/10/1 9:40,KMC2025100101A200,洗浄,冷却,24.5,67.9,0.15,22.5,60.6
2025/10/1 9:41,KMC2025100101A200,洗浄,冷却,23.8,65.1,0.15,21.8,60.2
2025/10/1 9:42,KMC2025100101A200,洗浄,冷却,24.3,62.6,0.15,22.3,59.7
2025/10/1 9:43,KMC2025100101A200,洗浄,冷却,24.7,60.2,0.15,22.7,60.3
2025/10/1 9:44,KMC2025100101A200,洗浄,冷却,25.1,58.1,0.15,23.1,59
2025/10/1 9:45,KMC2025100101A200,洗浄,冷却,23.2,56.2,0.15,21.2,59.3
2025/10/1 9:46,KMC2025100101A200,洗浄,冷却,23.4,54.3,0.15,21.4,59
2025/10/1 9:47,KMC2025100101A200,洗浄,冷却,22.9,52.6,0.15,20.9,60.4
2025/10/1 9:48,KMC2025100101A200,洗浄,冷却,23.8,50.8,0.15,21.8,60.5
2025/10/1 9:49,KMC2025100101A200,洗浄,冷却,23.6,49.2,0.15,21.6,60.4
2025/10/1 9:50,KMC2025100101A200,洗浄,冷却,24.4,48,0.15,22.4,60.1
2025/10/1 9:51,KMC2025100101A200,洗浄,冷却,24.5,46.5,0.15,22.5,60.5
2025/10/1 9:52,KMC2025100101A200,洗浄,冷却,24.8,45.4,0.15,22.8,60.3
2025/10/1 9:53,KMC2025100101A200,洗浄,冷却,23,44,0.15,21,60.5
2025/10/1 9:54,KMC2025100101A200,洗浄,冷却,24.5,42.7,0.15,22.5,60.2
2025/10/1 9:55,KMC2025100101A200,洗浄,冷却,25.5,41.6,0.15,23.5,60
2025/10/1 9:56,KMC2025100101A200,洗浄,冷却,23.1,40.7,0.15,21.1,59.1
2025/10/1 9:57,KMC2025100101A200,洗浄,冷却,23.8,39.9,0.15,21.8,59.5
2025/10/1 9:58,KMC2025100101A200,洗浄,冷却,23.9,38.9,0.15,21.9,60.2
2025/10/1 9:59,KMC2025100101A200,洗浄,冷却,23.5,38.2,0.15,21.5,59.9
2025/10/1 10:00,KMC2025100101A200,洗浄,冷却,25.2,37.2,0.15,23.2,59.5
2025/10/1 10:01,KMC2025100101A200,洗浄,冷却,22.5,36.4,0.15,20.5,60.2
2025/10/1 10:02,KMC2025100101A200,洗浄,冷却,25.4,35.7,0.15,23.4,60
2025/10/1 10:03,KMC2025100101A200,洗浄,冷却,23.2,35.2,0.15,21.2,60.9
2025/10/1 10:04,KMC2025100101A200,洗浄,冷却,23.2,34.5,0.15,21.2,60.4
2025/10/1 10:05,KMC2025100101A200,洗浄,冷却,25.3,34,0.15,23.3,59.4
2025/11/3 6:00,KMC2025110301A200,材料仕込み,仕込み開始,15.4,33.7,0.008,15,55.6
2025/11/3 6:01,KMC2025110301A200,材料仕込み,水投入,15.3,33.3,-0.001,15.1,54.4
2025/11/3 6:02,KMC2025110301A200,材料仕込み,水投入,15.1,15.8,0,15.1,55.1
2025/11/3 6:03,KMC2025110301A200,材料仕込み,冷凍肉投入,15.4,12.3,0,15.2,55.8
2025/11/3 6:04,KMC2025110301A200,材料仕込み,冷凍肉投入,15.2,12.7,0,15.6,55.3
2025/11/3 6:05,KMC2025110301A200,材料仕込み,冷凍肉投入,15.4,12.3,0,15,54.5
2025/11/3 6:06,KMC2025110301A200,材料仕込み,冷凍野菜投入,14.3,12.3,0,14.5,54.6
2025/11/3 6:07,KMC2025110301A200,材料仕込み,冷凍野菜投入,14.8,12.3,0,14.6,55.4
2025/11/3 6:08,KMC2025110301A200,材料仕込み,冷凍野菜投入,15.2,12.3,0,14.9,54.9
2025/11/3 6:09,KMC2025110301A200,材料仕込み,香辛料投入,14.8,12.3,0,14.8,54.8
2025/11/3 6:10,KMC2025110301A200,材料仕込み,香辛料投入,14.4,12.3,0,14.6,55.3
2025/11/3 6:11,KMC2025110301A200,材料仕込み,小麦粉投入,15.1,12.4,0,14.8,54.4
2025/11/3 6:12,KMC2025110301A200,材料仕込み,小麦粉投入,16.1,12.5,0,15.6,54.7
2025/11/3 6:13,KMC2025110301A200,材料仕込み,調味料投入,16.2,12.5,0,16.1,55.7
2025/11/3 6:14,KMC2025110301A200,材料仕込み,調味料投入,13.5,12.3,0,13.8,54.5
2025/11/3 6:15,KMC2025110301A200,材料仕込み,撹拌,15.1,12.3,0,15.5,54.5
2025/11/3 6:16,KMC2025110301A200,材料仕込み,撹拌,16,12.4,0,15.8,54.2
2025/11/3 6:17,KMC2025110301A200,材料仕込み,撹拌,15.8,12.3,0,16.2,54.6
2025/11/3 6:18,KMC2025110301A200,材料仕込み,撹拌,14.2,12.4,0,14.4,55.3
2025/11/3 6:19,KMC2025110301A200,材料仕込み,撹拌,14.9,12.7,0,14.7,54.8
2025/11/3 6:20,KMC2025110301A200,材料仕込み,デッドタイム,14.9,13,0,14.7,54.8
2025/11/3 6:21,KMC2025110301A200,材料仕込み,デッドタイム,14.9,12.6,0,14.7,54.8
2025/11/3 6:22,KMC2025110301A200,昇温,,22.1,12.6,0,15,54.3
2025/11/3 6:23,KMC2025110301A200,昇温,,24.1,12.6,0.073,15.2,54.4
2025/11/3 6:24,KMC2025110301A200,昇温,,26.1,12.6,0.132,15.2,55.9
2025/11/3 6:25,KMC2025110301A200,昇温,,28,15.3,0.18,15.4,55.7
2025/11/3 6:26,KMC2025110301A200,昇温,,47.1,17.8,0.22,15.4,55.3
2025/11/3 6:27,KMC2025110301A200,昇温,,62.4,20.3,0.253,15.1,55.7
2025/11/3 6:28,KMC2025110301A200,昇温,,74.6,22.9,0.28,15,55.6
2025/11/3 6:29,KMC2025110301A200,昇温,,84.4,25.2,0.301,15.1,54.2
2025/11/3 6:30,KMC2025110301A200,昇温,,92.2,27.5,0.319,14.8,54.4
2025/11/3 6:31,KMC2025110301A200,昇温,,98.4,29.9,0.334,14.2,55.4
2025/11/3 6:32,KMC2025110301A200,昇温,,103.4,32.5,0.346,14.5,55.3
2025/11/3 6:33,KMC2025110301A200,昇温,,107.4,34.9,0.356,14.3,54.9
2025/11/3 6:34,KMC2025110301A200,昇温,,110.6,37.3,0.364,15.5,54.9
2025/11/3 6:35,KMC2025110301A200,昇温,,113.2,39.7,0.37,15.2,54.2
2025/11/3 6:36,KMC2025110301A200,昇温,,115.3,42.5,0.376,14.9,54.2
2025/11/3 6:37,KMC2025110301A200,昇温,,116.9,45.1,0.38,15.2,55.8
2025/11/3 6:38,KMC2025110301A200,昇温,,118.3,47.7,0.38,16.3,54.4
2025/11/3 6:39,KMC2025110301A200,昇温,,119.3,50.3,0.38,14.5,55.3
2025/11/3 6:40,KMC2025110301A200,昇温,,120.2,52.9,0.38,14.9,55.9
2025/11/3 6:41,KMC2025110301A200,昇温,,120.9,55.2,0.38,16,55.1
2025/11/3 6:42,KMC2025110301A200,昇温,,121.4,57.6,0.38,16.1,54.7
2025/11/3 6:43,KMC2025110301A200,昇温,,121.9,60.2,0.38,16,55.4
2025/11/3 6:44,KMC2025110301A200,昇温,,122.3,62.4,0.38,15.7,54.1
2025/11/3 6:45,KMC2025110301A200,昇温,,122.5,65,0.38,14.6,55.7
2025/11/3 6:46,KMC2025110301A200,昇温,,122.6,67.2,0.38,13.9,55.6
2025/11/3 6:47,KMC2025110301A200,昇温,,122.7,69.9,0.38,13.3,55
2025/11/3 6:48,KMC2025110301A200,昇温,,122.9,72.1,0.38,16.2,55.8
2025/11/3 6:49,KMC2025110301A200,昇温,,123,74.9,0.38,14.2,54.9
2025/11/3 6:50,KMC2025110301A200,昇温,,123.1,77.4,0.38,14.6,55.8
2025/11/3 6:51,KMC2025110301A200,昇温,,123.2,80,0.38,15.8,55.8
2025/11/3 6:52,KMC2025110301A200,煮込み,工程切替,123.3,82.6,0.197,15,55.1
2025/11/3 6:53,KMC2025110301A200,煮込み,工程切替,123.1,85.4,0.008,14.5,54.7
2025/11/3 6:54,KMC2025110301A200,煮込み,放熱OFF,81.7,85.5,0.002,15,54.1
2025/11/3 6:55,KMC2025110301A200,煮込み,放熱OFF,83.2,85.4,-0.001,15.1,55.3
2025/11/3 6:56,KMC2025110301A200,煮込み,放熱OFF,81.8,85.1,0.007,15.3,55.1
2025/11/3 6:57,KMC2025110301A200,煮込み,放熱OFF,82.5,85.2,0.011,15.2,54.6
2025/11/3 6:58,KMC2025110301A200,煮込み,放熱OFF,83.4,85.2,0.008,15.3,54.5
2025/11/3 6:59,KMC2025110301A200,煮込み,放熱OFF,82.6,85.2,0.007,15.1,55.4
2025/11/3 7:00,KMC2025110301A200,煮込み,放熱OFF,82.5,85.2,-0.003,15.3,54.3
2025/11/3 7:01,KMC2025110301A200,煮込み,放熱OFF,82.4,85.3,-0.007,14.8,55.7
2025/11/3 7:02,KMC2025110301A200,煮込み,放熱OFF,81.9,85.2,-0.011,14.6,55.8
2025/11/3 7:03,KMC2025110301A200,煮込み,加熱ON,93.7,84.9,0.065,14.8,55.7
2025/11/3 7:04,KMC2025110301A200,煮込み,加熱ON,93.3,84.5,0.123,15,54.4
2025/11/3 7:05,KMC2025110301A200,煮込み,放熱OFF,82.3,84.6,0.078,15,55.8
2025/11/3 7:06,KMC2025110301A200,煮込み,放熱OFF,81.6,84.9,0.038,14.5,55.2
2025/11/3 7:07,KMC2025110301A200,煮込み,加熱ON,94.1,84.7,0.106,14.9,54.6
2025/11/3 7:08,KMC2025110301A200,煮込み,放熱OFF,82.1,84.5,0.071,15,55
2025/11/3 7:09,KMC2025110301A200,煮込み,放熱OFF,82.7,84.8,0.038,14.8,54.9
2025/11/3 7:10,KMC2025110301A200,煮込み,放熱OFF,83.2,84.9,0.028,15.7,55.4
2025/11/3 7:11,KMC2025110301A200,煮込み,放熱OFF,81.7,85,0.02,15.5,55.7
2025/11/3 7:12,KMC2025110301A200,煮込み,放熱OFF,82.2,85,0.013,14.9,56
2025/11/3 7:13,KMC2025110301A200,煮込み,放熱OFF,82.1,85.1,0.007,14.9,54.4
2025/11/3 7:14,KMC2025110301A200,煮込み,放熱OFF,81.7,85.2,0.003,14.4,54.5
2025/11/3 7:15,KMC2025110301A200,煮込み,放熱OFF,81.2,85.2,0.003,15.1,54.4
2025/11/3 7:16,KMC2025110301A200,煮込み,放熱OFF,81.3,85.1,-0.006,14,54.1
2025/11/3 7:17,KMC2025110301A200,煮込み,加熱ON,94.2,84.8,0.073,14,55.6
2025/11/3 7:18,KMC2025110301A200,煮込み,加熱ON,93.1,84.4,0.144,15,54.9
2025/11/3 7:19,KMC2025110301A200,煮込み,加熱ON,93.1,84.7,0.195,15.5,55.6
2025/11/3 7:20,KMC2025110301A200,煮込み,放熱OFF,81.1,84.7,0.11,15.1,54.9
2025/11/3 7:21,KMC2025110301A200,煮込み,放熱OFF,82.4,85,0.064,14.3,54.3
2025/11/3 7:22,KMC2025110301A200,煮込み,放熱OFF,82.8,84.9,0.046,14.7,55.6
2025/11/3 7:23,KMC2025110301A200,煮込み,放熱OFF,81.7,85,0.034,15.8,54.7
2025/11/3 7:24,KMC2025110301A200,煮込み,放熱OFF,82.8,85.1,0.02,16.1,55.7
2025/11/3 7:25,KMC2025110301A200,煮込み,放熱OFF,82.5,85.3,0.016,14.7,55.9
2025/11/3 7:26,KMC2025110301A200,煮込み,放熱OFF,82.4,85.5,0.008,14.2,54.2
2025/11/3 7:27,KMC2025110301A200,煮込み,放熱OFF,82.8,85.4,0.004,15.1,55.8
2025/11/3 7:28,KMC2025110301A200,煮込み,放熱OFF,80.8,85.3,0.005,15.9,54.8
2025/11/3 7:29,KMC2025110301A200,煮込み,放熱OFF,82.3,85,0.01,14.7,54.9
2025/11/3 7:30,KMC2025110301A200,煮込み,加熱ON,94.1,84.8,0.078,15.7,54.9
2025/11/3 7:31,KMC2025110301A200,煮込み,放熱OFF,80.5,84.4,0.037,14.2,55.1
2025/11/3 7:32,KMC2025110301A200,煮込み,加熱ON,94.5,84.7,0.117,15.7,54.4
2025/11/3 7:33,KMC2025110301A200,煮込み,加熱ON,93.2,84.3,0.175,14.2,54.7
2025/11/3 7:34,KMC2025110301A200,煮込み,放熱OFF,82.2,84.7,0.097,15.3,55.5
2025/11/3 7:35,KMC2025110301A200,煮込み,放熱OFF,81.6,85,0.063,14.2,54.4
2025/11/3 7:36,KMC2025110301A200,煮込み,放熱OFF,81.4,85.1,0.044,16.5,54.2
2025/11/3 7:37,KMC2025110301A200,煮込み,放熱OFF,81.9,85,0.024,14.4,54.5
2025/11/3 7:38,KMC2025110301A200,煮込み,放熱OFF,82.4,85,0.018,14.9,55.3
2025/11/3 7:39,KMC2025110301A200,煮込み,放熱OFF,83.3,85.1,0.012,14.1,55.6
2025/11/3 7:40,KMC2025110301A200,煮込み,放熱OFF,81.2,85.2,-0.003,14.6,54.6
2025/11/3 7:41,KMC2025110301A200,煮込み,放熱OFF,81.7,85.2,0.006,15.9,54.2
2025/11/3 7:42,KMC2025110301A200,煮込み,放熱OFF,81.7,85,-0.002,14.4,54.7
2025/11/3 7:43,KMC2025110301A200,煮込み,加熱ON,93.4,84.7,0.07,16.2,55.5
2025/11/3 7:44,KMC2025110301A200,煮込み,放熱OFF,80.8,84.6,0.044,13.2,55.4
2025/11/3 7:45,KMC2025110301A200,煮込み,加熱ON,93.4,84.9,0.108,13.3,54.2
2025/11/3 7:46,KMC2025110301A200,煮込み,放熱OFF,82.6,84.6,0.058,14.9,54.9
2025/11/3 7:47,KMC2025110301A200,煮込み,放熱OFF,82.5,84.9,0.04,16.7,55
2025/11/3 7:48,KMC2025110301A200,煮込み,放熱OFF,81.5,84.8,0.024,15.6,55.7
2025/11/3 7:49,KMC2025110301A200,煮込み,放熱OFF,81.7,84.9,0.019,16.9,55.2
2025/11/3 7:50,KMC2025110301A200,煮込み,放熱OFF,82.5,85,0.006,14.5,55.5
2025/11/3 7:51,KMC2025110301A200,煮込み,放熱OFF,82.4,85,0.009,16.8,54.1
2025/11/3 7:52,KMC2025110301A200,煮込み,放熱OFF,82.2,85,-0.003,16.3,54.1
2025/11/3 7:53,KMC2025110301A200,煮込み,放熱OFF,81.4,85.1,0.002,15.9,54.4
2025/11/3 7:56,KMC2025110301A200,冷却,,19.8,85.2,0.02,15,54.6
2025/11/3 7:57,KMC2025110301A200,冷却,,19.8,84.9,0.034,15.1,55.6
2025/11/3 7:58,KMC2025110301A200,冷却,,19.8,82.1,0.063,15.2,54.3
2025/11/3 7:59,KMC2025110301A200,冷却,,19.8,79.5,0.087,15.4,54.5
2025/11/3 8:00,KMC2025110301A200,冷却,,19.8,77,0.104,15.4,54.4
2025/11/3 8:01,KMC2025110301A200,冷却,,19.8,74.6,0.117,15.1,55.4
2025/11/3 8:02,KMC2025110301A200,冷却,,19.8,72.2,0.118,15.2,55.8
2025/11/3 8:03,KMC2025110301A200,冷却,,19.8,69.8,0.133,15.1,55.7
2025/11/3 8:04,KMC2025110301A200,冷却,,19.8,67.6,0.149,14.7,56
2025/11/3 8:05,KMC2025110301A200,冷却,,19.8,65.3,0.145,14.3,54
2025/11/3 8:06,KMC2025110301A200,冷却,,19.8,63.2,0.156,14.3,54.2
2025/11/3 8:07,KMC2025110301A200,冷却,,19.8,61.2,0.165,15.1,54
2025/11/3 8:08,KMC2025110301A200,冷却,,19.8,59.3,0.167,14.7,54.9
2025/11/3 8:09,KMC2025110301A200,冷却,,19.8,57.4,0.168,15.5,55.2
2025/11/3 8:10,KMC2025110301A200,冷却,,19.8,55.9,0.179,14.6,55.1
2025/11/3 8:11,KMC2025110301A200,冷却,,19.8,54.2,0.174,15,55.9
2025/11/3 8:12,KMC2025110301A200,冷却,,19.8,52.6,0.165,14.6,54.9
2025/11/3 8:13,KMC2025110301A200,冷却,,19.8,51.2,0.163,15.3,55.6
2025/11/3 8:14,KMC2025110301A200,冷却,,19.8,49.7,0.169,16,55.2
2025/11/3 8:15,KMC2025110301A200,冷却,,19.8,48.5,0.174,16,55.4
2025/11/3 8:16,KMC2025110301A200,冷却,,19.8,47.3,0.178,14,55.2
2025/11/3 8:17,KMC2025110301A200,冷却,,19.8,46,0.18,15.7,55.9
2025/11/3 8:18,KMC2025110301A200,冷却,,19.8,44.8,0.183,14.8,54.6
2025/11/3 8:19,KMC2025110301A200,冷却,,19.8,43.6,0.175,15.6,55.4
2025/11/3 8:20,KMC2025110301A200,冷却,,19.8,42.5,0.177,13.7,54.9
2025/11/3 8:21,KMC2025110301A200,冷却,,19.8,41.5,0.173,15.8,55.2
2025/11/3 8:22,KMC2025110301A200,冷却,,19.8,40.6,0.17,16.3,55
2025/11/3 8:23,KMC2025110301A200,冷却,,19.8,39.6,0.175,14.3,54.4
2025/11/3 8:24,KMC2025110301A200,冷却,,19.8,38.6,0.173,15,55.6
2025/11/3 8:25,KMC2025110301A200,冷却,,19.8,37.9,0.183,15.8,55.3
2025/11/3 8:26,KMC2025110301A200,冷却,,19.8,37.1,0.183,16.6,54.1
2025/11/3 8:27,KMC2025110301A200,冷却,,19.8,36.5,0.177,15.7,54.8
2025/11/3 8:28,KMC2025110301A200,冷却,,19.8,35.7,0.18,14,55
2025/11/3 8:29,KMC2025110301A200,冷却,,19.8,35,0.179,15.5,54.1
2025/11/3 8:30,KMC2025110301A200,冷却,,19.8,34.4,0.189,14.7,54.9
2025/11/3 8:31,KMC2025110301A200,冷却,,19.8,33.7,0.196,14.6,55.3
2025/11/3 8:32,KMC2025110301A200,冷却,,19.8,33.2,0.199,14.3,55.3
2025/11/3 8:33,KMC2025110301A200,冷却,,19.8,32.5,0.206,14.2,54.7
